Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Can AI Help with&#xa0;the&#xa0;Formalization of&#xa0;Railway Cybersecurity Requirements?,"Leveraging Applications of Formal Methods, Verification and Validation. REoCAS Colloquium in Honor of Rocco De Nicola",,,,10.1007/978-3-031-73709-1_12,Maurice H. ter BeekAlessandro FantechiStefania GnesiGabriele LenziniMarinella Petrocchi,2025,https://link.springer.com/chapter/10.1007/978-3-031-73709-1_12,Conference paper
Using ChatGPT for Converting Sequential Python Programs into Parallel Code,Advances in Dependable Systems and Networks,,,,10.1007/978-3-031-92734-8_5,Denny B. CzejdoWiktor B. DaszczukWaldemar Grabski,2025,https://link.springer.com/chapter/10.1007/978-3-031-92734-8_5,Conference paper
Automatic Extraction and&#xa0;Formalization of&#xa0;Temporal Requirements from&#xa0;Text: A Survey,"Enterprise Design, Operations, and Computing",,,,10.1007/978-3-031-78338-8_14,Marisol BarrientosKarolin WinterStefanie Rinderle-Ma,2025,https://link.springer.com/chapter/10.1007/978-3-031-78338-8_14,Conference paper
Das Data Operating Model,Data-Driven Company,,,,10.1007/978-3-658-46741-8_5,Sven-Erik Willrich,2025,https://link.springer.com/chapter/10.1007/978-3-658-46741-8_5,Chapter
Enhancing learning through an adaptive web-based educational search framework integrating natural language processing and machine learning techniques,Discover Computing,,,,10.1007/s10791-025-09732-w,Jian Li,2025,https://link.springer.com/article/10.1007/s10791-025-09732-w,Article
Software Requirements Classification: From Bag-of-Words to&#xa0;Transformer,"Distributed Computing and Artificial Intelligence, Special Sessions I, 21st International Conference",,,,10.1007/978-3-031-76459-2_35,Georgia XanthopoulouMiltiadis SiavvasIlias KalouptsoglouDionysios KehagiasDimitrios Tzovaras,2025,https://link.springer.com/chapter/10.1007/978-3-031-76459-2_35,Conference paper
Which Legal Requirements are Relevant to&#xa0;a&#xa0;Business Process? Comparing AI-Driven Methods as&#xa0;Expert Aid,Research Challenges in Information Science,,,,10.1007/978-3-031-59465-6_11,Catherine SaiShazia SadiqLei HanGianluca DemartiniStefanie Rinderle-Ma,2024,https://link.springer.com/chapter/10.1007/978-3-031-59465-6_11,Conference paper
Towards a&#xa0;Framework for&#xa0;Seismic Data,Knowledge Graphs and Semantic Web,,,,10.1007/978-3-031-47745-4_9,Valadis MastorasAlexandros VassiliadesMaria RousiSotiris DiplarisThanassis MavropoulosIlias GialampoukidisStefanos VrochidisIoannis Kompatsiaris,2023,https://link.springer.com/chapter/10.1007/978-3-031-47745-4_9,Conference paper
Model-based test execution from high-level natural language instructions using GPT-4,Software Quality Journal,,,,10.1007/s11219-025-09712-9,Mohammad Yusaf AzimiCemal Yilmaz,2025,https://link.springer.com/article/10.1007/s11219-025-09712-9,Article
Learning-based models for vulnerability detection: an extensive study,Empirical Software Engineering,,,,10.1007/s10664-025-10734-x,Chao NiXin YinLiyu ShenShaohua Wang,2025,https://link.springer.com/article/10.1007/s10664-025-10734-x,Article
RECSIP: REpeated Clustering of&#xa0;Scores Improving the&#xa0;Precision,Intelligent Systems and Applications,,,,10.1007/978-3-032-00071-2_7,André SchamschurkoNenad PetrovicAlois Christian Knoll,2025,https://link.springer.com/chapter/10.1007/978-3-032-00071-2_7,Conference paper
Anticipating bugs: Ticket-level bug prediction and temporal proximity effects,Empirical Software Engineering,,,,10.1007/s10664-025-10771-6,Daniele La ProvaEmanuele GentiliDavide Falessi,2025,https://link.springer.com/article/10.1007/s10664-025-10771-6,Article
Guest Editorial Special Issue: “Advanced Computing Paradigms: Innovations and Future Directions”,Programming and Computer Software,,,,10.1134/S0361768825700392,A. TchernykhReyes Juárez-RamírezCarlos A. Fernández-y-FernándezEsteban MocskosSergio Nesmachnow,2025,https://link.springer.com/article/10.1134/S0361768825700392,Article
ChatGPT as&#xa0;a&#xa0;Tool for&#xa0;User Story Quality Evaluation: Trustworthy Out of&#xa0;the&#xa0;Box?,Agile Processes in Software Engineering and Extreme Programming – Workshops,,,,10.1007/978-3-031-48550-3_17,Krishna RonankiBeatriz Cabrero-DanielChristian Berger,2024,https://link.springer.com/chapter/10.1007/978-3-031-48550-3_17,Conference paper
Towards Generating Executable Metamorphic Relations Using Large Language Models,Quality of Information and Communications Technology,,,,10.1007/978-3-031-70245-7_9,Seung Yeob ShinFabrizio PastoreDomenico BianculliAlexandra Baicoianu,2024,https://link.springer.com/chapter/10.1007/978-3-031-70245-7_9,Conference paper
Development and evaluation of a clinical note summarization system using large language models,Communications Medicine,,,,10.1038/s43856-025-01091-3,Juliana Damasio OliveiraHenrique D. P. SantosAna Helena D. P. S. UlbrichJulia Colleoni CoutoMarcelo ArochaJoaquim SantosManuela Martins CostaDaniela FaccioFabio O. TabalipaRodrigo F. Nogueira,2025,https://link.springer.com/article/10.1038/s43856-025-01091-3,Article
Feature Modelling,Feature Models,,,,10.1007/978-3-031-61874-1_2,Alexander FelfernigAndreas FalknerDavid Benavides,2024,https://link.springer.com/chapter/10.1007/978-3-031-61874-1_2,Chapter
What do personas say about privacy &amp; security: a systematic literature review through human-AI collaboration,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-025-05007-w,Amir Reza AsadiYuchong ZhangHazem Said,2025,https://link.springer.com/article/10.1007/s12652-025-05007-w,Article
Generative AI Applications in Education: A Low-Code/No-Code Approach,Human-Computer Creativity,,,,10.1007/978-3-031-86551-0_8,Dimitrios TolisStylianos MystakidisAthanasios Christopoulos,2025,https://link.springer.com/chapter/10.1007/978-3-031-86551-0_8,Chapter
Evaluating the quality of GenAI applications in software engineering: a multi-case study,Empirical Software Engineering,,,,10.1007/s10664-025-10759-2,Liang YuEmil AlégrothPanagiota ChatzipetrouTony Gorschek,2025,https://link.springer.com/article/10.1007/s10664-025-10759-2,Article
LLM4PM: A Case Study on&#xa0;Using Large Language Models for&#xa0;Process Modeling in&#xa0;Enterprise Organizations,"Business Process Management: Blockchain, Robotic Process Automation, Central and Eastern European, Educators and Industry Forum",,,,10.1007/978-3-031-70445-1_35,Clara ZicheGiovanni Apruzzese,2024,https://link.springer.com/chapter/10.1007/978-3-031-70445-1_35,Conference paper
Adaptation of&#xa0;Enterprise Modeling Methods for&#xa0;Large Language Models,The Practice of Enterprise Modeling,,,,10.1007/978-3-031-48583-1_1,Balbir S. BarnSouvik BaratKurt Sandkuhl,2024,https://link.springer.com/chapter/10.1007/978-3-031-48583-1_1,Conference paper
Retrieval-Augmented Generation (RAG),Business & Information Systems Engineering,,,,10.1007/s12599-025-00945-3,Michael KleselH. Felix Wittmann,2025,https://link.springer.com/article/10.1007/s12599-025-00945-3,Article
Use of Artificial Intelligence  in Requirements Management,ATZ worldwide,,,,10.1007/s38311-024-1957-9,Matthias KortenMatthis Hötter,2024,https://link.springer.com/article/10.1007/s38311-024-1957-9,Article
Considerations About Integration of GenAI into Products and Services from an Ethical and Legal Perspective,"Systems, Software and Services Process Improvement",,,,10.1007/978-3-031-71142-8_12,Alexander PothAnna WildeggerDan-Alexander Levien,2024,https://link.springer.com/chapter/10.1007/978-3-031-71142-8_12,Conference paper
A Systematic Literature Review of 10 years of Research on Program Synthesis and Natural Language Processing,Programming and Computer Software,,,,10.1134/S0361768824700737,Rolando Ramírez-RuedaEdgard Benítez-GuerreroCarmen Mezura-GodoyEverardo Bárcenas,2024,https://link.springer.com/article/10.1134/S0361768824700737,Article
"Helpful, harmless, honest? Sociotechnical limits of AI alignment and safety through Reinforcement Learning from Human Feedback",Ethics and Information Technology,,,,10.1007/s10676-025-09837-2,Adam Dahlgren LindströmLeila MethnaniLea KrausePetter EricsonÍñigo Martínez de Rituerto de TroyaDimitri Coelho MolloRoel Dobbe,2025,https://link.springer.com/article/10.1007/s10676-025-09837-2,Article
AI Supported Knowledge Graph Design and&#xa0;Generation,The Semantic Web: ESWC 2024 Satellite Events,,,,10.1007/978-3-031-78955-7_13,Marco Ratta,2025,https://link.springer.com/chapter/10.1007/978-3-031-78955-7_13,Conference paper
A Human-Machine Dialog System and a No-Code Platform for End-to-End Automation of Business Applications Development Process,"Proceedings of the Future Technologies Conference (FTC) 2024, Volume 1",,,,10.1007/978-3-031-73110-5_27,Abdelhadi RouamPierre-André Buvet,2024,https://link.springer.com/chapter/10.1007/978-3-031-73110-5_27,Conference paper
Responsible Engineering of Information Systems Based on Generative Artificial Intelligence: An Action Design Research Study at a German Premium Car Manufacturer,Business & Information Systems Engineering,,,,10.1007/s12599-025-00950-6,Dominik FetzerHenner GimpelOliver MeindlJan Strickmann,2025,https://link.springer.com/article/10.1007/s12599-025-00950-6,Article
Generative AI in Mental Well-Being: Balancing Pros and Cons,Revolutionizing Youth Mental Health with Ethical AI,,,,10.1007/979-8-8688-1186-9_12,Sharmistha ChatterjeeAzadeh DindarianUsha Rengaraju,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1186-9_12,Chapter
Integrated Approach to AI and Blockchain in Healthcare,Blockchain Engineering,,,,10.1007/978-981-96-4360-8_15,Muthu Ramachandran,2025,https://link.springer.com/chapter/10.1007/978-981-96-4360-8_15,Chapter
AI Assisted Programming,Bridging the Gap Between AI and Reality,,,,10.1007/978-3-031-75434-0_7,Wolfgang AhrendtBernhard K. AichernigKlaus Havelund,2025,https://link.springer.com/chapter/10.1007/978-3-031-75434-0_7,Conference paper
An Interactive Tool for&#xa0;Goal Model Construction Using a&#xa0;Knowledge Graph,Requirements Engineering: Foundation for Software Quality,,,,10.1007/978-3-031-88531-0_10,Shahin Abdoul SoukourWilliam AboucayaNikolaos Georgantas,2025,https://link.springer.com/chapter/10.1007/978-3-031-88531-0_10,Conference paper
Generation of&#xa0;Marketing Strategy Prompt For SMEs Through SWOT Analysis From Customer Feedbacks Using Large Language Models,"Proceedings of the Third International Conference on Computing, Communication, Security and Intelligent Systems",,,,10.1007/978-981-96-0228-5_12,V. Ramani BaiNeeraja KrishnakumarN. S. MeenakshyA. R. NandhanaA. Ardra Nair,2025,https://link.springer.com/chapter/10.1007/978-981-96-0228-5_12,Conference paper
Exploring the Frontier of Software Engineering Education with Chatbots,Programming and Computer Software,,,,10.1134/S0361768824700774,C. A. Fernandez-y-FernandezE. Sánchez-SotoJ. R. Aguilar CisneroR. Juárez-Ramírez,2024,https://link.springer.com/article/10.1134/S0361768824700774,Article
Project for AI-Driven Logistics Implementation and Utilization,Artificial Intelligence for Logistics 5.0,,,,10.1007/978-3-031-94046-0_9,Bernardo Nicoletti,2025,https://link.springer.com/chapter/10.1007/978-3-031-94046-0_9,Chapter
Towards an Approach for Extracting UML Class Diagrams Using Advanced Language Models,Innovations in Smart Cities Applications Volume 8,,,,10.1007/978-3-031-88653-9_9,Babaalla ZakariaEl Mahi BouzianeAbdeslam JakimiNohamed OuallaRachid Saadane,2025,https://link.springer.com/chapter/10.1007/978-3-031-88653-9_9,Conference paper
Die datenschutzrechtliche Due Diligence für KI-Systeme,Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-025-2106-3,Peter HenseDavid Wagner,2025,https://link.springer.com/article/10.1007/s11623-025-2106-3,Article
Better Results Through Ambiguity Resolution: Large Language Models that Ask Clarifying Questions,Augmented Cognition,,,,10.1007/978-3-031-61572-6_6,Bernadette TixKim Binsted,2024,https://link.springer.com/chapter/10.1007/978-3-031-61572-6_6,Conference paper
AI in Automotive: How to Combine GenAI with Systems Engineering,2025 Stuttgart International Symposium on Automotive and Engine Technology,,,,10.1007/978-3-658-48552-8_4,Ulrich Bodenhausen,2025,https://link.springer.com/chapter/10.1007/978-3-658-48552-8_4,Conference paper
Measuring the Quality of Intelligent Systems,Intelligent Systems and Applications,,,,10.1007/978-3-031-66428-1_27,Thomas FehlmannEberhard Kranich,2024,https://link.springer.com/chapter/10.1007/978-3-031-66428-1_27,Conference paper
Automated Scriptless GUI Testing Aligned with&#xa0;Requirements and&#xa0;User Stories,Research Challenges in Information Science,,,,10.1007/978-3-031-59468-7_15,Mohammadparsa Karimi,2024,https://link.springer.com/chapter/10.1007/978-3-031-59468-7_15,Conference paper
Evaluating Organization Security: User Stories of&#xa0;European Union NIS2 Directive,Advanced Information Systems Engineering,,,,10.1007/978-3-031-94569-4_4,Mari SeebaMagnus ValgreRaimundas Matulevičius,2025,https://link.springer.com/chapter/10.1007/978-3-031-94569-4_4,Conference paper
"Generative Artificial Intelligence: Evolving Technology, Growing Societal Impact, and Opportunities for Information Systems Research",Information Systems Frontiers,,,,10.1007/s10796-025-10581-7,Veda C. StoreyWei Thoo YueJ. Leon ZhaoRoman Lukyanenko,2025,https://link.springer.com/article/10.1007/s10796-025-10581-7,Article
Automatic Code Generation Techniques: A Systematic Literature Review,Automated Software Engineering,,,,10.1007/s10515-025-00551-3,Maha AlharbiMohammad Alshayeb,2025,https://link.springer.com/article/10.1007/s10515-025-00551-3,Article
Verification and Validation of Knowledge Engineering Systems: A Life Cycle Framework,"Science, Engineering Management and Information Technology",,,,10.1007/978-3-031-72284-4_3,Ghazi Alkhatib,2024,https://link.springer.com/chapter/10.1007/978-3-031-72284-4_3,Conference paper
Using Code from&#xa0;ChatGPT: Finding Patterns in&#xa0;the&#xa0;Developers’ Interaction with&#xa0;ChatGPT,Reuse and Software Quality,,,,10.1007/978-3-031-66459-5_9,Anastasia TerziStamatia BibiNikolaos TsitsimiklisPantelis Angelidis,2024,https://link.springer.com/chapter/10.1007/978-3-031-66459-5_9,Conference paper
GenFlowchart: Parsing and&#xa0;Understanding Flowchart Using Generative AI,"Knowledge Science, Engineering and Management",,,,10.1007/978-981-97-5492-2_8,Abdul ArbazHeng FanJunhua DingMeikang QiuYunhe Feng,2024,https://link.springer.com/chapter/10.1007/978-981-97-5492-2_8,Conference paper
Proof of concept for voice based MRI scanner control using large language models in real time guided interventions,Scientific Reports,,,,10.1038/s41598-025-11290-6,Hui ChenMoritz GuttOthmar Alexander BelkerDaniel Markus DüxFrank K. WackerBennet HensenMarcel Gutberlet,2025,https://link.springer.com/article/10.1038/s41598-025-11290-6,Article
A new ontology-based approach to automatic information extraction from speech for production disturbance management,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-025-15000-4,Andrzej MaciołPiotr MaciołGrzegorz GumiennyKonrad Wrzała,2025,https://link.springer.com/article/10.1007/s00170-025-15000-4,Article
Ethical aspects of ChatGPT: An approach to discuss and evaluate key requirements from different ethical perspectives,AI and Ethics,,,,10.1007/s43681-024-00571-x,Marc SteenJoachim de GreeffMaaike de BoerCor Veenman,2024,https://link.springer.com/article/10.1007/s43681-024-00571-x,Article
Activity A4b. Design for Information View,Hands-on Software Architecture,,,,10.1007/978-3-032-01184-8_7,Soo Dong KimMira Kim,2025,https://link.springer.com/chapter/10.1007/978-3-032-01184-8_7,Chapter
Generative AI in mobile networks: a survey,Annals of Telecommunications,,,,10.1007/s12243-023-00980-9,Athanasios KarapantelakisPegah AlizadehAbdulrahman AlabassiKaushik DeyAlexandros Nikou,2023,https://link.springer.com/article/10.1007/s12243-023-00980-9,Article
Domestic Abuse Survivor Assistance Through Forecasting and Engagement with Artificial Intelligence Solutions,Computational Science and Computational Intelligence,,,,10.1007/978-3-031-94937-1_4,Sneha TalwalkarCourtney L. Crooks,2025,https://link.springer.com/chapter/10.1007/978-3-031-94937-1_4,Conference paper
Proof of Concept Experiments with Generative AI in Local Communities: Exploration of Multi-Stakeholder Processes Through Workshops,Data Analysis Impact on Social System and Social Sciences: Study on the Social Impact of DX and AI in Japan,,,,10.1007/978-981-95-2613-0_4,Kazutaka MatsuzakiAtsuya TsudaShoko HaraOsamu Sudoh,2025,https://link.springer.com/chapter/10.1007/978-981-95-2613-0_4,Chapter
Generative Artificial Intelligence in&#xa0;Agile Software Development Processes: A Literature Review Focused on&#xa0;User eXperience,Social Computing and Social Media,,,,10.1007/978-3-031-93536-7_16,Héctor Cornide-ReyesDiego MonsalvesEduardo DuránFabián Silva-AravenaJenny Morales,2025,https://link.springer.com/chapter/10.1007/978-3-031-93536-7_16,Conference paper
A Proposal of a Supply Chain Security Model for Generative AI,Information Security Applications,,,,10.1007/978-981-96-1624-4_25,Keun Young LeeJiyeon Yoo,2025,https://link.springer.com/chapter/10.1007/978-981-96-1624-4_25,Conference paper
Value-Based Adoption of ChatGPT in Agile Software Development: A Survey Study of Nordic Software Experts,Generative AI for Effective Software Development,,,,10.1007/978-3-031-55642-5_12,Anh Nguyen-DucDron Khanna,2024,https://link.springer.com/chapter/10.1007/978-3-031-55642-5_12,Chapter
"Toward sustainable smart cities: applications, challenges, and future directions",International Journal of Data Science and Analytics,,,,10.1007/s41060-025-00856-2,Amin UllahSaddam Hussain KhanIrfan UllahTariq MahmoodSamra NawazishZafar AliAmjad Rehman,2025,https://link.springer.com/article/10.1007/s41060-025-00856-2,Article
Introduction to AI Agents,Building Generative AI Agents,,,,10.1007/979-8-8688-1134-0_1,Tom TaulliGaurav Deshmukh,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1134-0_1,Chapter
Einsatz künstlicher Intelligenz  im Anforderungsmanagement,ATZ - Automobiltechnische Zeitschrift,,,,10.1007/s35148-024-2114-x,Matthias KortenMatthis Hötter,2024,https://link.springer.com/article/10.1007/s35148-024-2114-x,Article
Why android app testing falls short: empirical insights from open-source projects and a practitioner survey,Empirical Software Engineering,,,,10.1007/s10664-025-10726-x,Tarek MahmudMeiru CheAnne NguGuowei Yang,2025,https://link.springer.com/article/10.1007/s10664-025-10726-x,Article
Using Large Language Models for&#xa0;the&#xa0;Enforcement of&#xa0;Consumer Rights in&#xa0;Germany,Digital Transformation,,,,10.1007/978-3-031-43590-4_1,Lukas WaidelichMarian LambertZina Al-WashashSteffen KroschwaldThomas SchusterNico Döring,2023,https://link.springer.com/chapter/10.1007/978-3-031-43590-4_1,Conference paper
"Implementation, Operations, and Maintenance of GenAI Applications",Transforming Financial Services with Generative AI,,,,10.1007/979-8-8688-2053-3_9,Srinath GodavarthiRavi Nagvekar,2025,https://link.springer.com/chapter/10.1007/979-8-8688-2053-3_9,Chapter
Incorporating Medical Assistants in&#xa0;eHealth Environments Using an&#xa0;Agentic RAG Approach,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-031-96235-6_12,Dimitrios KalathasAndreas MenychtasIlias MaglogiannisPanayiotis Tsanakas,2025,https://link.springer.com/chapter/10.1007/978-3-031-96235-6_12,Conference paper
The Rich Tapestry of Remedies That Comprise Algorithmic Common Good,Controllable Artificial Intelligence and the Future of Law,,,,10.1007/978-981-95-0508-1_5,Hugo Luz dos Santos,2025,https://link.springer.com/chapter/10.1007/978-981-95-0508-1_5,Chapter
Employing Generative Artificial Intelligence in Replacement of Traditional Backend Systems,"Automation 2024: Advances in Automation, Robotics and Measurement Techniques",,,,10.1007/978-3-031-78266-4_5,Artur MorozIllia SolohubovAndrii OliinykSergey SubbotinStepan Skrupsky,2024,https://link.springer.com/chapter/10.1007/978-3-031-78266-4_5,Conference paper
Intelligent Adaptive Systems,Handbook of Human-Centered Artificial Intelligence,,,,10.1007/978-981-97-8440-0_71-1,George MargetisStavroula NtoaConstantine Stephanidis,2025,https://link.springer.com/rwe/10.1007/978-981-97-8440-0_71-1,Living reference work entry
Large Language Models,Artificial Intelligence for Molecular Biology,,,,10.1007/978-3-031-90454-7_2,Muhammad Nabeel AsimSheraz AhmedAndreas Dengel,2025,https://link.springer.com/chapter/10.1007/978-3-031-90454-7_2,Chapter
Completion of SysML state machines from Given–When–Then requirements,Software and Systems Modeling,,,,10.1007/s10270-024-01228-3,Maria Stella de BiaseSimona BernardiStefano MarroneJosé MerseguerAngelo Palladino,2024,https://link.springer.com/article/10.1007/s10270-024-01228-3,Article
Improving Programming Activities Using ChatGPT: A Practical Approach,Proceedings of 22nd International Conference on Informatics in Economy (IE 2023),,,,10.1007/978-981-99-6529-8_26,Florin Valeriu PantelimonBogdan Ștefan Posedaru,2024,https://link.springer.com/chapter/10.1007/978-981-99-6529-8_26,Conference paper
An Explainability-Based Framework for Evaluating Space Mission Architectures Using Sandbox Games,Aerotecnica Missili & Spazio,,,,10.1007/s42496-025-00293-1,Rodrigo N. SchmittMoacir F. BeckerDaniel DeLaurentisAndrea Capannolo,2025,https://link.springer.com/article/10.1007/s42496-025-00293-1,Article
AI Assisted Programming,Bridging the Gap Between AI and Reality,,,,10.1007/978-3-031-46002-9_22,Wolfgang AhrendtKlaus Havelund,2024,https://link.springer.com/chapter/10.1007/978-3-031-46002-9_22,Conference paper
Oltunes: Online learning-based auto-tuning system for DL inference in heterogeneous GPU cluster,Cluster Computing,,,,10.1007/s10586-025-05216-0,Seoyoung KimJiwon HaYoonhee Kim,2025,https://link.springer.com/article/10.1007/s10586-025-05216-0,Article
How to Explain Artificial Intelligence to Humans,"Systems, Software and Services Process Improvement",,,,10.1007/978-3-031-71139-8_4,Thomas FehlmannEberhard Kranich,2024,https://link.springer.com/chapter/10.1007/978-3-031-71139-8_4,Conference paper
Tools and Applications,Feature Models,,,,10.1007/978-3-031-61874-1_5,Alexander FelfernigAndreas FalknerDavid Benavides,2024,https://link.springer.com/chapter/10.1007/978-3-031-61874-1_5,Chapter
Software Development and AI Augmentation,AI Integration in Software Development and Operations,,,,10.1007/979-8-8688-1044-2_3,Abhinav Krishna KaiserVamshi Meda,2024,https://link.springer.com/chapter/10.1007/979-8-8688-1044-2_3,Chapter
CCLBot—An AI-Powered Chatbot for Streamlined Client Management and Automated Proposal Generation,Triple Helix Nigeria SciBiz Annual Conference 2024,,,,10.1007/978-3-031-81619-2_9,Okwunna Olive-OkaforDappa TamunotonyeFranklin Obasi,2025,https://link.springer.com/chapter/10.1007/978-3-031-81619-2_9,Conference paper
Industry 5.0 Vision Through Model-Based Systems Engineering and Artificial Intelligence,Contemporary Issues in Industry 5.0,,,,10.1007/978-3-031-74779-3_4,Aapo HölsäIsa BanagarQasim KhadimTero FrondeliusJuho KonnöAmin Mahmoudzadeh AndwariEmil Kurvinen,2025,https://link.springer.com/chapter/10.1007/978-3-031-74779-3_4,Chapter
The Water Health Open Knowledge Graph,Scientific Data,,,,10.1038/s41597-025-04537-4,Anna Sofia LippolisGiorgia LodiAndrea Giovanni Nuzzolese,2025,https://link.springer.com/article/10.1038/s41597-025-04537-4,Article
Radical Technologies,Data and the Built Environment,,,,10.1007/978-3-031-51008-3_6,Ian GordonNeil Thompson,2024,https://link.springer.com/chapter/10.1007/978-3-031-51008-3_6,Chapter
Assessing the Usability of GIS and Emergency Management Software: A Meta-analysis of User Experience Methodologies Using Natural Language Processing,HCI International 2024 – Late Breaking Papers,,,,10.1007/978-3-031-76821-7_12,Maddalena RomanoJochen Albrecht,2025,https://link.springer.com/chapter/10.1007/978-3-031-76821-7_12,Conference paper
AdaptUI: A Framework for the development of Adaptive User Interfaces in Smart Product-Service Systems,User Modeling and User-Adapted Interaction,,,,10.1007/s11257-024-09414-0,Angela Carrera-RiveraFelix LarrinagaGanix LasaGiovanna Martinez-ArellanoGorka Unamuno,2024,https://link.springer.com/article/10.1007/s11257-024-09414-0,Article
Enhancing L2 Learning Through AI-Powered Dialogue Scenario Generation: An Interactive Authoring System for Educators,Learning and Collaboration Technologies,,,,10.1007/978-3-031-93567-1_2,Emmanuel AyedounYuki HayashiKazuhisa Seta,2025,https://link.springer.com/chapter/10.1007/978-3-031-93567-1_2,Conference paper
Digitale Kompetenzanforderungen in der öffentlichen Verwaltung nach der COVID-19-Pandemie,HMD Praxis der Wirtschaftsinformatik,,,,10.1365/s40702-023-01023-6,Gunnar AuthFrank BensbergJulian P. Christ,2023,https://link.springer.com/article/10.1365/s40702-023-01023-6,Article
Large language models for qualitative research in software engineering: exploring opportunities and challenges,Automated Software Engineering,,,,10.1007/s10515-023-00407-8,Muneera BanoRashina HodaDidar ZowghiChristoph Treude,2023,https://link.springer.com/article/10.1007/s10515-023-00407-8,Article
Generative AI in Business Unlocking Value,Enterprise Guide for Implementing Generative AI and Agentic AI,,,,10.1007/979-8-8688-1603-1_2,Shakuntala Gupta EdwardRahul BhattacharyaVikas Sinha,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1603-1_2,Chapter
Follow-Up Questions Improve Documents Generated by Large Language Models,Augmented Cognition,,,,10.1007/978-3-031-93724-8_21,Bernadette J. Tix,2025,https://link.springer.com/chapter/10.1007/978-3-031-93724-8_21,Conference paper
On the&#xa0;Role of&#xa0;Generative AI in&#xa0;Explaining Model Checking Counterexamples,Engineering Interactive Computer Systems. EICS 2024 International Workshops,,,,10.1007/978-3-031-91760-8_10,Ezequiel José Veloso Ferreira MoreiraJosé Creissac Campos,2025,https://link.springer.com/chapter/10.1007/978-3-031-91760-8_10,Conference paper
Large Language Models and Digital Ecosystems in Business Scenarios,Digital Ecosystems: Interconnecting Advanced Networks with AI Applications,,,,10.1007/978-3-031-61221-3_39,Andriy LuntovskyyVolodymyr Vasyutynskyy,2024,https://link.springer.com/chapter/10.1007/978-3-031-61221-3_39,Conference paper
Automated quantum software engineering,Automated Software Engineering,,,,10.1007/s10515-024-00436-x,Aritra Sarkar,2024,https://link.springer.com/article/10.1007/s10515-024-00436-x,Article
Mobile Application for Citizens for Information About Low Water and Drought,Advances and New Trends in Environmental Informatics,,,,10.1007/978-3-031-85284-8_21,Fabian BresselFrank Fuchs-KittowskiTim SeegertMaximillian DehardeRuben MüllerBernd PfütznerMoritz ZemannAndreas Abecker,2025,https://link.springer.com/chapter/10.1007/978-3-031-85284-8_21,Conference paper
Verification of Smart Contract Code Generated by Applying Artificial Intelligence,"Information and Communication Technologies in Education, Research, and Industrial Applications",,,,10.1007/978-3-031-81372-6_1,Volodymyr PeschanenkoMaksym PoltorackiyOlga Konnova,2025,https://link.springer.com/chapter/10.1007/978-3-031-81372-6_1,Conference paper
Perceptions and integration of generative artificial intelligence in creative practices and industries: a scoping review and conceptual model,AI & SOCIETY,,,,10.1007/s00146-025-02667-2,Jack TsaoCindy Xinyi LiangCollier NoguesAlice Wong,2025,https://link.springer.com/article/10.1007/s00146-025-02667-2,Article
Exploring the&#xa0;Automatic Classification of&#xa0;Usage Information in&#xa0;Feedback,Requirements Engineering: Foundation for Software Quality,,,,10.1007/978-3-031-57327-9_17,Michael AndersBarbara PaechLukas Bockstaller,2024,https://link.springer.com/chapter/10.1007/978-3-031-57327-9_17,Conference paper
Automated Test Generation,Fundamentals of Software Engineering,,,,10.1007/978-3-031-87054-5_3,Eduard EnoiuNasir Mehmood MinhasMichael FeldererWasif Afzal,2025,https://link.springer.com/chapter/10.1007/978-3-031-87054-5_3,Conference paper
Clinician perspectives on explainability in AI-driven closed-loop neurotechnology,Scientific Reports,,,,10.1038/s41598-025-19510-9,Laura SchoppGeorg StarkeMarcello Ienca,2025,https://link.springer.com/article/10.1038/s41598-025-19510-9,Article
Designer experiences and perspectives on the role of generative AI in industrial design,AI & SOCIETY,,,,10.1007/s00146-025-02504-6,Sedef Süner-Pla-CerdàGüzin ŞenEcem KumbasarBatuhan ŞahinCanan Emine Ünlü,2025,https://link.springer.com/article/10.1007/s00146-025-02504-6,Article
Sustainability of Chat-Bot Engineered Software Codes,Artificial Intelligence and System Engineering,,,,10.1007/978-3-031-96759-7_38,Alper Ugur,2025,https://link.springer.com/chapter/10.1007/978-3-031-96759-7_38,Conference paper
Integrating Generative AI in Software Design and Architecture,AI Integration in Software Development and Operations,,,,10.1007/979-8-8688-1044-2_5,Abhinav Krishna KaiserVamshi Meda,2024,https://link.springer.com/chapter/10.1007/979-8-8688-1044-2_5,Chapter
Extending the European Competence Framework for Quantum Technologies: new proficiency triangle and qualification profiles,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-024-00302-5,Franziska GreinertSimon GoorneyDagmar Hilfert-RüppellMalte S. UbbenRainer Müller,2025,https://link.springer.com/article/10.1140/epjqt/s40507-024-00302-5,Article
